WaferID,DMT_X_mm,DMT_Y_mm,DMT_Thickness,TFK_X_mm,TFK_Y_mm,TFK_Thickness,Distance_mm,Thickness_Delta,DMT_File,TFK_File
AANBD216TEB4,-96.0,96.0,3350.059,-96.51,96.51,3370.209961,0.7212489168102857,-20.150960999999825,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,96.0,-96.0,3346.348,96.51,-96.51,3367.209961,0.7212489168102857,-20.861961000000065,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,135.0,18.0,3345.614,136.2,19.3019,3365.199951,1.7705771968485227,-19.585951000000023,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,72.0,126.0,3344.633,71.2039,127.428,3367.47998,1.6349187166339447,-22.846980000000258,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,141.0,-36.0,3343.831,142.401,-36.4348,3369.969971,1.466919234313884,-26.138970999999856,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,-135.0,-57.0,3365.651,-136.2,-57.9062,3386.669922,1.503728180224062,-21.018922000000202,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,-135.0,57.0,3365.586,-136.2,57.9062,3388.169922,1.503728180224062,-22.583922000000257,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,-57.0,-135.0,3365.313,-57.9062,-136.2,3389.360107,1.503728180224062,-24.04710699999987,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,-57.0,135.0,3369.252,-57.9062,136.2,3389.47998,1.503728180224062,-20.227980000000116,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD216TEB4,57.0,-135.0,3368.487,57.9062,-136.2,3390.050049,1.503728180224062,-21.563048999999864,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml,2026-03-25T22.50.03.1868498-LCTW01516-8374-TFK657-TTG622-MFGM484CDTFK.xml
AANBD182TEC1,0.0,0.0,3351.246,0.0067,-3.6622,3378.399902,3.6622061288245367,-27.153902000000016,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,18.0,18.0,3354.162,19.3019,19.3019,3384.600098,1.8411646368535322,-30.438098000000082,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,18.0,-21.0,3354.199,19.3019,-19.3019,3385.810059,2.1397399888771536,-31.61105899999984,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-48.0,-36.0,3355.29,-47.4578,-36.4348,3385.370117,0.6950049496226653,-30.080116999999973,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-57.0,18.0,3352.063,-57.9062,19.3019,3383.080078,1.5862351811758546,-31.017077999999856,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-18.0,-57.0,3353.003,-19.3019,-57.9062,3383.719971,1.5862351811758546,-30.71697099999983,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-18.0,57.0,3353.115,-19.3019,57.9062,3382.959961,1.5862351811758546,-29.84496100000024,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,72.0,-3.0,3349.966,71.2039,-3.6622,3379.899902,1.035511491969062,-29.933902000000217,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,57.0,57.0,3348.515,57.9062,57.9062,3380.199951,1.2815603302224963,-31.684951000000183,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-72.0,63.0,3348.265,-71.1902,61.8829,3379.860107,1.37974216794298,-31.595107000000098,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,18.0,-96.0,3351.301,19.3019,-96.51,3380.580078,1.398228740228152,-29.279078000000027,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,18.0,96.0,3347.985,19.3019,96.51,3378.139893,1.398228740228152,-30.154892999999902,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,96.0,18.0,3346.916,96.51,19.3019,3378.399902,1.398228740228152,-31.483901999999944,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,72.0,-69.0,3350.829,71.2039,-69.2075,3381.26001,0.8226976722952309,-30.431009999999787,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-96.0,-57.0,3346.847,-96.51,-57.9062,3377.550049,1.0398550091238692,-30.703048999999737,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-57.0,-96.0,3350.247,-57.9062,-96.51,3377.889893,1.0398550091238692,-27.642893000000186,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,-57.0,96.0,3346.248,-57.9062,96.51,3377.389893,1.0398550091238692,-31.141892999999982,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
AANBD182TEC1,96.0,63.0,3345.807,94.9361,61.8829,3375.5,1.5426586206935122,-29.69300000000021,2026-03-26T10.03.50.2581867-LCTW01516-8374-DMT115-TTG624-DMTDUMMY.xml,2026-03-25T13.38.44.1119450-LCTW01516-8374-TFK659-TTG624-MFGM484CDTFK.xml
