WaferID, Point No , Film Thickness , Fit Rate , X[mm] , Y[mm] 
AANBD216TEB4,15,3357,989,-96.5,-57.9
AANBD216TEB4,16,3356,989,-57.9,-96.5
AANBD216TEB4,17,3360,992,-57.9,96.5
AANBD216TEB4,18,3356,992,94.9,61.8
AANBD216TEB4,19,3356,989,-118.6,-3.6
AANBD216TEB4,20,3356,993,0,127.4
AANBD216TEB4,21,3348,989,0,-134.7
AANBD216TEB4,22,3352,992,-96.5,96.5
AANBD216TEB4,23,3347,989,96.5,-96.5
AANBD216TEB4,24,3348,992,136.2,19.3
AANBD216TEB4,25,3349,993,71.2,127.4
AANBD216TEB4,26,3349,991,141.9,-35.9
AANBD216TEB4,27,3367,991,-136.2,-57.9
AANBD216TEB4,28,3368,991,-136.2,57.9
AANBD216TEB4,29,3368,991,-57.9,-136.2
AANBD216TEB4,30,3369,994,-57.9,136.2
AANBD216TEB4,31,3370,990,57.9,-136.2
AANBD216TEB4,32,3369,994,136.2,57.9
